000026-0-000,Actinokineospora_fastidiosa
006767-0-000,Denitrovibrio_acetiphilus
016667-0-001,Denitrovibrio_acetiphilus
63472-0-001,Denitrovibrio_acetiphilus
65213-0-000,Denitrovibrio_acetiphilus
65714-0-001,Denitrovibrio_acetiphilus
010249-0-003,Derbid_phytoplasma
010413-0-000,Derbid_phytoplasma
029041-0-000,Derbid_phytoplasma
65615-0-001,Derbid_phytoplasma
65868-0-002,Derbid_phytoplasma
003319-0-000,Dermabacter_hominis
010199-0-000,Dermabacter_hominis
013920-0-000,Dermabacter_hominis
018440-0-000,Dermabacter_hominis
019786-0-000,Dermabacter_hominis
02728-0-000,Dermabacter_hominis
02918-0-000,Dermabacter_hominis
03036-0-000,Dermabacter_hominis
63858-0-001,Dermabacter_hominis
64138-0-000,Dermabacter_hominis
64869-0-000,Dermabacter_hominis
64968-0-001,Dermabacter_hominis
65019-0-000,Dermabacter_hominis
009936-0-000,Dermacoccus_abyssi
013920-0-000,Dermacoccus_abyssi
025593-0-000,Dermacoccus_abyssi
64133-0-000,Dermacoccus_abyssi
64250-0-000,Dermacoccus_abyssi
009936-0-000,Dermacoccus_barathri
012310-0-000,Dermacoccus_barathri
013920-0-000,Dermacoccus_barathri
023648-0-001,Dermacoccus_barathri
025593-0-000,Dermacoccus_barathri
64250-0-000,Dermacoccus_barathri
009936-0-000,Dermacoccus_nishinomiyaensis
010199-0-000,Dermacoccus_nishinomiyaensis
012971-0-000,Dermacoccus_nishinomiyaensis
013920-0-000,Dermacoccus_nishinomiyaensis
014647-0-001,Dermacoccus_nishinomiyaensis
018440-0-000,Dermacoccus_nishinomiyaensis
019786-0-000,Dermacoccus_nishinomiyaensis
019976-0-000,Dermacoccus_nishinomiyaensis
02336-0-000,Dermacoccus_nishinomiyaensis
023648-0-001,Dermacoccus_nishinomiyaensis
024299-0-000,Dermacoccus_nishinomiyaensis
025593-0-000,Dermacoccus_nishinomiyaensis
025635-0-000,Dermacoccus_nishinomiyaensis
02918-0-000,Dermacoccus_nishinomiyaensis
03036-0-000,Dermacoccus_nishinomiyaensis
63223-0-001,Dermacoccus_nishinomiyaensis
63799-0-001,Dermacoccus_nishinomiyaensis
63930-0-000,Dermacoccus_nishinomiyaensis
64133-0-000,Dermacoccus_nishinomiyaensis
64138-0-000,Dermacoccus_nishinomiyaensis
64250-0-000,Dermacoccus_nishinomiyaensis
009936-0-000,Dermacoccus_profundi
013920-0-000,Dermacoccus_profundi
023648-0-001,Dermacoccus_profundi
025593-0-000,Dermacoccus_profundi
64250-0-000,Dermacoccus_profundi
009936-0-000,Dermatophilus_congolensis
010199-0-000,Dermatophilus_congolensis
012971-0-000,Dermatophilus_congolensis
013920-0-000,Dermatophilus_congolensis
018440-0-000,Dermatophilus_congolensis
019786-0-000,Dermatophilus_congolensis
024299-0-000,Dermatophilus_congolensis
025593-0-000,Dermatophilus_congolensis
02851-0-000,Dermatophilus_congolensis
02918-0-000,Dermatophilus_congolensis
03036-0-000,Dermatophilus_congolensis
63428-0-000,Dermatophilus_congolensis
63858-0-001,Dermatophilus_congolensis
64138-0-000,Dermatophilus_congolensis
64250-0-000,Dermatophilus_congolensis
002519-0-000,Derxia_gummosa
003368-0-001,Derxia_gummosa
018358-0-000,Derxia_gummosa
003293-0-000,Desemzia_incerta
02446-0-002,Desemzia_incerta
025981-0-001,Desemzia_incerta
63236-0-000,Desemzia_incerta
63324-0-000,Desemzia_incerta
63618-0-000,Desemzia_incerta
63874-0-000,Desemzia_incerta
64730-0-000,Desemzia_incerta
65602-0-001,Desemzia_incerta
001362-0-002,Desmospora_activa
026179-0-002,Desmospora_activa
63565-0-000,Desulfacinum_hydrothermale
64398-0-001,Desulfacinum_hydrothermale
020586-0-001,Desulfacinum_infernum
63565-0-000,Desulfacinum_infernum
64398-0-001,Desulfacinum_infernum
020586-0-001,Desulfacinum_subterraneum
64398-0-001,Desulfacinum_subterraneum
02551-0-002,Desulfarculus_baarsii
026914-0-001,Desulfarculus_baarsii
63565-0-000,Desulfarculus_baarsii
64057-0-001,Desulfarculus_baarsii
005884-0-001,Desulfatibacillum_aliphaticivorans
02717-0-000,Desulfatibacillum_aliphaticivorans
63104-0-000,Desulfatibacillum_aliphaticivorans
64398-0-001,Desulfatibacillum_aliphaticivorans
65067-0-001,Desulfatibacillum_aliphaticivorans
65240-0-001,Desulfatibacillum_aliphaticivorans
65306-0-001,Desulfatibacillum_aliphaticivorans
65396-0-001,Desulfatibacillum_aliphaticivorans
005884-0-001,Desulfatibacillum_alkenivorans
020586-0-001,Desulfatibacillum_alkenivorans
63104-0-000,Desulfatibacillum_alkenivorans
63104-0-001,Desulfatibacillum_alkenivorans
64398-0-001,Desulfatibacillum_alkenivorans
65067-0-001,Desulfatibacillum_alkenivorans
65240-0-000,Desulfatibacillum_alkenivorans
65240-0-001,Desulfatibacillum_alkenivorans
65306-0-001,Desulfatibacillum_alkenivorans
65396-0-001,Desulfatibacillum_alkenivorans
65240-0-000,Desulfatiferula_olefinivorans
65240-0-001,Desulfatiferula_olefinivorans
005884-0-001,Desulfatiglans_anilini
020586-0-001,Desulfatiglans_anilini
02574-0-000,Desulfatiglans_anilini
64600-0-001,Desulfatiglans_anilini
003525-0-001,Desulfitobacterium_chlororespirans
02526-0-000,Desulfitobacterium_chlororespirans
63610-0-000,Desulfitobacterium_chlororespirans
003525-0-001,Desulfitobacterium_dehalogenans
007336-0-000,Desulfitobacterium_dehalogenans
02526-0-000,Desulfitobacterium_dehalogenans
02914-0-000,Desulfitobacterium_dehalogenans
63610-0-000,Desulfitobacterium_dehalogenans
64439-0-000,Desulfitobacterium_dehalogenans
65368-0-000,Desulfitobacterium_dehalogenans
63610-0-000,Desulfitobacterium_dichloroeliminans
65368-0-000,Desulfitobacterium_dichloroeliminans
000620-0-002,Desulfitobacterium_hafniense
003525-0-001,Desulfitobacterium_hafniense
007336-0-000,Desulfitobacterium_hafniense
02476-0-000,Desulfitobacterium_hafniense
02526-0-000,Desulfitobacterium_hafniense
02914-0-000,Desulfitobacterium_hafniense
63610-0-000,Desulfitobacterium_hafniense
65368-0-000,Desulfitobacterium_hafniense
003525-0-001,Desulfitobacterium_metallireducens
02526-0-000,Desulfitobacterium_metallireducens
63610-0-000,Desulfitobacterium_metallireducens
64221-0-003,Desulfitobacterium_metallireducens
65368-0-000,Desulfitobacterium_metallireducens
63417-0-002,Desulfobacter_curvatus
65067-0-001,Desulfobacter_curvatus
65377-0-000,Desulfobacter_curvatus
02551-0-001,Desulfobacter_latus
02551-0-002,Desulfobacter_latus
63565-0-000,Desulfobacter_postgatei
64221-0-003,Desulfobacter_postgatei
64398-0-001,Desulfobacter_postgatei
65067-0-001,Desulfobacter_postgatei
65402-0-000,Desulfobacter_postgatei
02717-0-000,Desulfobacter_vibrioformis
02717-0-001,Desulfobacter_vibrioformis
63104-0-000,Desulfobacter_vibrioformis
63104-0-001,Desulfobacter_vibrioformis
65240-0-000,Desulfobacter_vibrioformis
005884-0-001,Desulfobacterium_autotrophicum
63565-0-000,Desulfobacterium_autotrophicum
64057-0-001,Desulfobacterium_autotrophicum
65240-0-000,Desulfobacterium_autotrophicum
65240-0-001,Desulfobacterium_autotrophicum
005884-0-001,Desulfobacterium_corrodens
015644-0-000,Desulfobacterium_corrodens
64600-0-001,Desulfobacterium_corrodens
005884-0-001,Desulfobacterium_indolicum
020586-0-001,Desulfobacterium_indolicum
64600-0-001,Desulfobacterium_indolicum
65067-0-001,Desulfobacterium_indolicum
65306-0-001,Desulfobacterium_indolicum
65396-0-001,Desulfobacterium_indolicum
005884-0-001,Desulfobacterium_vacuolatum
64600-0-001,Desulfobacterium_vacuolatum
005884-0-001,Desulfobacula_phenolica
02574-0-000,Desulfobacula_phenolica
65067-0-001,Desulfobacula_phenolica
02717-0-000,Desulfobacula_toluolica
63104-0-000,Desulfobacula_toluolica
65067-0-001,Desulfobacula_toluolica
65240-0-000,Desulfobacula_toluolica
65240-0-001,Desulfobacula_toluolica
015644-0-000,Desulfobulbus_elongatus
02717-0-000,Desulfobulbus_elongatus
02717-0-001,Desulfobulbus_elongatus
64855-0-001,Desulfobulbus_elongatus
015644-0-000,Desulfobulbus_mediterraneus
64855-0-001,Desulfobulbus_mediterraneus
015644-0-000,Desulfobulbus_propionicus
02551-0-002,Desulfobulbus_propionicus
026914-0-001,Desulfobulbus_propionicus
63565-0-000,Desulfobulbus_propionicus
64057-0-001,Desulfobulbus_propionicus
64600-0-001,Desulfobulbus_propionicus
64855-0-001,Desulfobulbus_propionicus
64855-0-001,Desulfobulbus_rhabdoformis
65067-0-001,Desulfobulbus_rhabdoformis
015644-0-000,Desulfocapsa_sulfexigens
64600-0-001,Desulfocapsa_sulfexigens
64855-0-001,Desulfocapsa_sulfexigens
015644-0-000,Desulfocapsa_thiozymogenes
64855-0-001,Desulfocapsa_thiozymogenes
02717-0-000,Desulfocella_halophila
02717-0-001,Desulfocella_halophila
63104-0-000,Desulfocella_halophila
005884-0-001,Desulfococcus_biacutus
65396-0-001,Desulfococcus_biacutus
020586-0-001,Desulfococcus_multivorans
02551-0-001,Desulfococcus_multivorans
02551-0-002,Desulfococcus_multivorans
02717-0-000,Desulfococcus_multivorans
63104-0-000,Desulfococcus_multivorans
63104-0-001,Desulfococcus_multivorans
64398-0-001,Desulfococcus_multivorans
65240-0-000,Desulfococcus_multivorans
65240-0-001,Desulfococcus_multivorans
65306-0-001,Desulfococcus_multivorans
65396-0-001,Desulfococcus_multivorans
02717-0-000,Desulfococcus_oleovorans
64398-0-001,Desulfococcus_oleovorans
65067-0-001,Desulfococcus_oleovorans
65240-0-001,Desulfococcus_oleovorans
005884-0-001,Desulfofaba_fastidiosa
65306-0-001,Desulfofaba_fastidiosa
005884-0-001,Desulfofaba_gelida
02551-0-002,Desulfofaba_gelida
026914-0-001,Desulfofaba_gelida
02717-0-000,Desulfofaba_gelida
02717-0-001,Desulfofaba_gelida
63104-0-000,Desulfofaba_gelida
63104-0-001,Desulfofaba_gelida
65240-0-000,Desulfofaba_gelida
65240-0-001,Desulfofaba_gelida
65306-0-001,Desulfofaba_gelida
005884-0-001,Desulfofaba_hansenii
63104-0-000,Desulfofaba_hansenii
65240-0-000,Desulfofaba_hansenii
65240-0-001,Desulfofaba_hansenii
65306-0-001,Desulfofaba_hansenii
005884-0-001,Desulfofrigus_fragile
65306-0-001,Desulfofrigus_fragile
005884-0-001,Desulfofrigus_oceanense
65306-0-001,Desulfofrigus_oceanense
015644-0-000,Desulfofustis_glycolicus
026914-0-001,Desulfofustis_glycolicus
64855-0-001,Desulfofustis_glycolicus
020586-0-001,Desulfoglaeba_alkanexedens
64398-0-001,Desulfoglaeba_alkanexedens
65067-0-001,Desulfoglaeba_alkanexedens
64398-0-001,Desulfoglaeba_sp.
65067-0-001,Desulfoglaeba_sp.
013771-0-001,Desulfohalobium_retbaense
02323-0-002,Desulfohalobium_retbaense
02551-0-001,Desulfohalobium_retbaense
02551-0-002,Desulfohalobium_retbaense
028670-0-000,Desulfohalobium_retbaense
02977-0-001,Desulfohalobium_retbaense
63118-0-000,Desulfohalobium_retbaense
64074-0-001,Desulfohalobium_retbaense
64781-0-000,Desulfohalobium_retbaense
65402-0-000,Desulfohalobium_retbaense
02574-0-000,Desulfomicrobium_apsheronum
64781-0-000,Desulfomicrobium_apsheronum
005884-0-001,Desulfomicrobium_baculatum
013771-0-001,Desulfomicrobium_baculatum
02574-0-000,Desulfomicrobium_baculatum
02598-0-001,Desulfomicrobium_baculatum
02717-0-000,Desulfomicrobium_baculatum
02717-0-001,Desulfomicrobium_baculatum
63104-0-001,Desulfomicrobium_baculatum
63118-0-000,Desulfomicrobium_baculatum
63303-0-000,Desulfomicrobium_baculatum
65240-0-000,Desulfomicrobium_baculatum
65240-0-001,Desulfomicrobium_baculatum
65402-0-000,Desulfomicrobium_baculatum
02574-0-000,Desulfomicrobium_escambiense
02598-0-001,Desulfomicrobium_escambiense
64781-0-000,Desulfomicrobium_escambiense
005884-0-001,Desulfomicrobium_macestii
02574-0-000,Desulfomicrobium_macestii
005884-0-001,Desulfomicrobium_norvegicum
02574-0-000,Desulfomicrobium_norvegicum
02574-0-000,Desulfomicrobium_orale
02598-0-001,Desulfomicrobium_orale
64781-0-000,Desulfomicrobium_orale
020586-0-001,Desulfomonile_limimaris
02717-0-000,Desulfomonile_limimaris
006668-0-001,Desulfomonile_tiedjei
02417-0-001,Desulfomonile_tiedjei
02458-0-000,Desulfomonile_tiedjei
02551-0-002,Desulfomonile_tiedjei
026914-0-001,Desulfomonile_tiedjei
02717-0-001,Desulfomonile_tiedjei
63565-0-000,Desulfomonile_tiedjei
64398-0-001,Desulfomonile_tiedjei
02551-0-001,Desulfonatronovibrio_hydrogenovorans
02551-0-002,Desulfonatronovibrio_hydrogenovorans
02598-0-001,Desulfonatronovibrio_hydrogenovorans
02717-0-000,Desulfonatronovibrio_hydrogenovorans
02717-0-001,Desulfonatronovibrio_hydrogenovorans
63104-0-000,Desulfonatronovibrio_hydrogenovorans
63104-0-001,Desulfonatronovibrio_hydrogenovorans
63118-0-000,Desulfonatronovibrio_hydrogenovorans
63909-0-001,Desulfonatronovibrio_hydrogenovorans
64781-0-000,Desulfonatronovibrio_hydrogenovorans
65240-0-000,Desulfonatronovibrio_hydrogenovorans
65240-0-001,Desulfonatronovibrio_hydrogenovorans
65402-0-000,Desulfonatronovibrio_hydrogenovorans
02551-0-001,Desulfonatronum_lacustre
02551-0-002,Desulfonatronum_lacustre
02598-0-001,Desulfonatronum_lacustre
63118-0-000,Desulfonatronum_lacustre
63909-0-001,Desulfonatronum_lacustre
64530-0-000,Desulfonatronum_lacustre
64781-0-000,Desulfonatronum_lacustre
65402-0-000,Desulfonatronum_lacustre
013771-0-001,Desulfonatronum_thiodismutans
02598-0-001,Desulfonatronum_thiodismutans
63909-0-001,Desulfonatronum_thiodismutans
64781-0-000,Desulfonatronum_thiodismutans
02551-0-001,Desulfonauticus_submarinus
64781-0-000,Desulfonauticus_submarinus
005884-0-001,Desulfonema_ishimotonii
020586-0-001,Desulfonema_ishimotonii
005884-0-001,Desulfonema_limicola
026914-0-001,Desulfonema_limicola
02717-0-000,Desulfonema_limicola
63104-0-000,Desulfonema_limicola
64398-0-001,Desulfonema_limicola
65240-0-001,Desulfonema_limicola
005884-0-001,Desulfonema_magnum
65306-0-001,Desulfonema_magnum
63299-0-001,Desulfonispora_thiosulfatigenes
64439-0-000,Desulfonispora_thiosulfatigenes
020586-0-001,Desulforhabdus_amnigena
02717-0-000,Desulforhabdus_amnigena
02717-0-001,Desulforhabdus_amnigena
63565-0-000,Desulforhabdus_amnigena
64398-0-001,Desulforhabdus_amnigena
015644-0-000,Desulforhopalus_vacuolatus
02551-0-002,Desulforhopalus_vacuolatus
026914-0-001,Desulforhopalus_vacuolatus
02717-0-000,Desulforhopalus_vacuolatus
02717-0-001,Desulforhopalus_vacuolatus
63104-0-001,Desulforhopalus_vacuolatus
63565-0-000,Desulforhopalus_vacuolatus
64600-0-001,Desulforhopalus_vacuolatus
64855-0-001,Desulforhopalus_vacuolatus
005884-0-001,Desulfosarcina_cetonica
020586-0-001,Desulfosarcina_cetonica
64600-0-001,Desulfosarcina_cetonica
65240-0-000,Desulfosarcina_cetonica
65240-0-001,Desulfosarcina_cetonica
65306-0-001,Desulfosarcina_cetonica
65396-0-001,Desulfosarcina_cetonica
02418-0-001,Desulfosarcina_variabilis
02551-0-001,Desulfosarcina_variabilis
02551-0-002,Desulfosarcina_variabilis
026914-0-001,Desulfosarcina_variabilis
02717-0-000,Desulfosarcina_variabilis
02717-0-001,Desulfosarcina_variabilis
63104-0-000,Desulfosarcina_variabilis
63104-0-001,Desulfosarcina_variabilis
63417-0-002,Desulfosarcina_variabilis
64398-0-001,Desulfosarcina_variabilis
65067-0-001,Desulfosarcina_variabilis
65240-0-000,Desulfosarcina_variabilis
65240-0-001,Desulfosarcina_variabilis
65396-0-001,Desulfosarcina_variabilis
007336-0-000,Desulfosporosinus_auripigmenti
02476-0-000,Desulfosporosinus_auripigmenti
02526-0-000,Desulfosporosinus_auripigmenti
02914-0-000,Desulfosporosinus_auripigmenti
63610-0-000,Desulfosporosinus_auripigmenti
65368-0-000,Desulfosporosinus_auripigmenti
02526-0-000,Desulfosporosinus_hippei
63610-0-000,Desulfosporosinus_hippei
64058-0-001,Desulfosporosinus_hippei
65368-0-000,Desulfosporosinus_hippei
007336-0-000,Desulfosporosinus_lacus
63610-0-000,Desulfosporosinus_lacus
65368-0-000,Desulfosporosinus_lacus
02526-0-000,Desulfosporosinus_meridiei
02914-0-000,Desulfosporosinus_meridiei
64221-0-003,Desulfosporosinus_meridiei
65368-0-000,Desulfosporosinus_meridiei
000620-0-002,Desulfosporosinus_orientis
02526-0-000,Desulfosporosinus_orientis
02551-0-002,Desulfosporosinus_orientis
02717-0-001,Desulfosporosinus_orientis
02914-0-000,Desulfosporosinus_orientis
63610-0-000,Desulfosporosinus_orientis
63780-0-001,Desulfosporosinus_orientis
64439-0-000,Desulfosporosinus_orientis
65368-0-000,Desulfosporosinus_orientis
65422-0-001,Desulfosporosinus_orientis
015644-0-000,Desulfotalea_arctica
64600-0-001,Desulfotalea_arctica
64855-0-001,Desulfotalea_arctica
64600-0-001,Desulfotalea_psychrophila
64855-0-001,Desulfotalea_psychrophila
02551-0-001,Desulfothermus_naphthae
02717-0-000,Desulfothermus_naphthae
64398-0-001,Desulfothermus_naphthae
64781-0-000,Desulfothermus_naphthae
65402-0-000,Desulfothermus_naphthae
02476-0-000,Desulfotomaculum_acetoxidans
02551-0-002,Desulfotomaculum_acetoxidans
02717-0-001,Desulfotomaculum_acetoxidans
02914-0-000,Desulfotomaculum_acetoxidans
63780-0-001,Desulfotomaculum_acetoxidans
64439-0-000,Desulfotomaculum_acetoxidans
64593-0-001,Desulfotomaculum_acetoxidans
65025-0-001,Desulfotomaculum_acetoxidans
65339-0-001,Desulfotomaculum_acetoxidans
02476-0-000,Desulfotomaculum_aeronauticum
63780-0-001,Desulfotomaculum_aeronauticum
64058-0-001,Desulfotomaculum_aeronauticum
64439-0-000,Desulfotomaculum_aeronauticum
64925-0-001,Desulfotomaculum_aeronauticum
65025-0-001,Desulfotomaculum_aeronauticum
65339-0-001,Desulfotomaculum_aeronauticum
02476-0-000,Desulfotomaculum_alkaliphilum
02598-0-001,Desulfotomaculum_alkaliphilum
64593-0-001,Desulfotomaculum_alkaliphilum
64925-0-001,Desulfotomaculum_alkaliphilum
65025-0-001,Desulfotomaculum_alkaliphilum
65339-0-001,Desulfotomaculum_alkaliphilum
64058-0-001,Desulfotomaculum_arcticum
64439-0-000,Desulfotomaculum_arcticum
64593-0-001,Desulfotomaculum_arcticum
64925-0-001,Desulfotomaculum_arcticum
65025-0-001,Desulfotomaculum_arcticum
65339-0-001,Desulfotomaculum_arcticum
02476-0-000,Desulfotomaculum_australicum
02914-0-000,Desulfotomaculum_australicum
64058-0-001,Desulfotomaculum_australicum
64203-0-001,Desulfotomaculum_australicum
64439-0-000,Desulfotomaculum_australicum
64655-0-000,Desulfotomaculum_australicum
64925-0-001,Desulfotomaculum_australicum
65025-0-001,Desulfotomaculum_australicum
65339-0-001,Desulfotomaculum_australicum
63780-0-001,Desulfotomaculum_carboxydivorans
64655-0-000,Desulfotomaculum_carboxydivorans
65025-0-001,Desulfotomaculum_carboxydivorans
65339-0-001,Desulfotomaculum_carboxydivorans
63780-0-001,Desulfotomaculum_geothermicum
64058-0-001,Desulfotomaculum_geothermicum
64439-0-000,Desulfotomaculum_geothermicum
64593-0-001,Desulfotomaculum_geothermicum
64655-0-000,Desulfotomaculum_geothermicum
64925-0-001,Desulfotomaculum_geothermicum
65025-0-001,Desulfotomaculum_geothermicum
65068-0-001,Desulfotomaculum_geothermicum
65339-0-001,Desulfotomaculum_geothermicum
02476-0-000,Desulfotomaculum_gibsoniae
64058-0-001,Desulfotomaculum_gibsoniae
64439-0-000,Desulfotomaculum_gibsoniae
65025-0-001,Desulfotomaculum_gibsoniae
000943-0-000,Desulfotomaculum_halophilum
02476-0-000,Desulfotomaculum_halophilum
64058-0-001,Desulfotomaculum_halophilum
64925-0-001,Desulfotomaculum_halophilum
65025-0-001,Desulfotomaculum_halophilum
65339-0-001,Desulfotomaculum_halophilum
02476-0-000,Desulfotomaculum_kuznetsovii
02914-0-000,Desulfotomaculum_kuznetsovii
63780-0-001,Desulfotomaculum_kuznetsovii
64439-0-000,Desulfotomaculum_kuznetsovii
64593-0-001,Desulfotomaculum_kuznetsovii
64655-0-000,Desulfotomaculum_kuznetsovii
65025-0-001,Desulfotomaculum_kuznetsovii
65339-0-001,Desulfotomaculum_kuznetsovii
02476-0-000,Desulfotomaculum_luciae
026914-0-001,Desulfotomaculum_luciae
02914-0-000,Desulfotomaculum_luciae
63780-0-001,Desulfotomaculum_luciae
64058-0-001,Desulfotomaculum_luciae
64439-0-000,Desulfotomaculum_luciae
64593-0-001,Desulfotomaculum_luciae
64655-0-000,Desulfotomaculum_luciae
65025-0-001,Desulfotomaculum_luciae
000620-0-002,Desulfotomaculum_nigrificans
02476-0-000,Desulfotomaculum_nigrificans
63610-0-000,Desulfotomaculum_nigrificans
63780-0-001,Desulfotomaculum_nigrificans
64058-0-001,Desulfotomaculum_nigrificans
64593-0-001,Desulfotomaculum_nigrificans
64655-0-000,Desulfotomaculum_nigrificans
65025-0-001,Desulfotomaculum_nigrificans
65068-0-001,Desulfotomaculum_nigrificans
65339-0-001,Desulfotomaculum_nigrificans
02551-0-002,Desulfotomaculum_putei
02717-0-001,Desulfotomaculum_putei
63780-0-001,Desulfotomaculum_putei
64058-0-001,Desulfotomaculum_putei
64439-0-000,Desulfotomaculum_putei
65025-0-001,Desulfotomaculum_putei
65339-0-001,Desulfotomaculum_putei
02476-0-000,Desulfotomaculum_reducens
64057-0-001,Desulfotomaculum_reducens
64925-0-001,Desulfotomaculum_reducens
63780-0-001,Desulfotomaculum_ruminis
64058-0-001,Desulfotomaculum_ruminis
65025-0-001,Desulfotomaculum_ruminis
65339-0-001,Desulfotomaculum_ruminis
65422-0-001,Desulfotomaculum_ruminis
64439-0-000,Desulfotomaculum_salinum
64655-0-000,Desulfotomaculum_salinum
65025-0-001,Desulfotomaculum_salinum
02476-0-000,Desulfotomaculum_sapomandens
64058-0-001,Desulfotomaculum_sapomandens
64439-0-000,Desulfotomaculum_sapomandens
64593-0-001,Desulfotomaculum_sapomandens
65025-0-001,Desulfotomaculum_sapomandens
65339-0-001,Desulfotomaculum_sapomandens
02476-0-000,Desulfotomaculum_solfataricum
64439-0-000,Desulfotomaculum_solfataricum
65025-0-001,Desulfotomaculum_solfataricum
65339-0-001,Desulfotomaculum_solfataricum
003525-0-001,Desulfotomaculum_sp.
02476-0-000,Desulfotomaculum_sp.
65339-0-001,Desulfotomaculum_sp.
026914-0-001,Desulfotomaculum_thermoacetoxidans
63780-0-001,Desulfotomaculum_thermoacetoxidans
64439-0-000,Desulfotomaculum_thermoacetoxidans
64655-0-000,Desulfotomaculum_thermoacetoxidans
65025-0-001,Desulfotomaculum_thermoacetoxidans
65339-0-001,Desulfotomaculum_thermoacetoxidans
026914-0-001,Desulfotomaculum_thermobenzoicum
02880-0-001,Desulfotomaculum_thermobenzoicum
02909-0-002,Desulfotomaculum_thermobenzoicum
63186-0-003,Desulfotomaculum_thermobenzoicum
63780-0-001,Desulfotomaculum_thermobenzoicum
64439-0-000,Desulfotomaculum_thermobenzoicum
64593-0-001,Desulfotomaculum_thermobenzoicum
64655-0-000,Desulfotomaculum_thermobenzoicum
65025-0-001,Desulfotomaculum_thermobenzoicum
65339-0-001,Desulfotomaculum_thermobenzoicum
026914-0-001,Desulfotomaculum_thermocisternum
64058-0-001,Desulfotomaculum_thermocisternum
64439-0-000,Desulfotomaculum_thermocisternum
64593-0-001,Desulfotomaculum_thermocisternum
64925-0-001,Desulfotomaculum_thermocisternum
65025-0-001,Desulfotomaculum_thermocisternum
65339-0-001,Desulfotomaculum_thermocisternum
02880-0-001,Desulfotomaculum_thermosapovorans
63780-0-001,Desulfotomaculum_thermosapovorans
64058-0-001,Desulfotomaculum_thermosapovorans
64593-0-001,Desulfotomaculum_thermosapovorans
65025-0-001,Desulfotomaculum_thermosapovorans
65339-0-001,Desulfotomaculum_thermosapovorans
65025-0-001,Desulfotomaculum_thermosubterraneum
65339-0-001,Desulfotomaculum_thermosubterraneum
63118-0-000,Desulfovibrio_acrylicus
65402-0-000,Desulfovibrio_acrylicus
65750-0-000,Desulfovibrio_acrylicus
000943-0-000,Desulfovibrio_aespoeensis
02323-0-002,Desulfovibrio_aespoeensis
028670-0-000,Desulfovibrio_aespoeensis
02977-0-001,Desulfovibrio_aespoeensis
64530-0-000,Desulfovibrio_aespoeensis
65750-0-000,Desulfovibrio_aespoeensis
006668-0-001,Desulfovibrio_africanus
013771-0-001,Desulfovibrio_africanus
02551-0-001,Desulfovibrio_africanus
02551-0-002,Desulfovibrio_africanus
02598-0-001,Desulfovibrio_africanus
026914-0-001,Desulfovibrio_africanus
02717-0-000,Desulfovibrio_africanus
02717-0-001,Desulfovibrio_africanus
63104-0-001,Desulfovibrio_africanus
63118-0-000,Desulfovibrio_africanus
63303-0-000,Desulfovibrio_africanus
63909-0-001,Desulfovibrio_africanus
64398-0-001,Desulfovibrio_africanus
64781-0-000,Desulfovibrio_africanus
64790-0-000,Desulfovibrio_africanus
65524-0-000,Desulfovibrio_africanus
000943-0-000,Desulfovibrio_alaskensis
63118-0-000,Desulfovibrio_alaskensis
64530-0-000,Desulfovibrio_alaskensis
65750-0-000,Desulfovibrio_alaskensis
003822-0-000,Desulfovibrio_alcoholivorans
013771-0-001,Desulfovibrio_alcoholivorans
63303-0-000,Desulfovibrio_alcoholivorans
65402-0-000,Desulfovibrio_alcoholivorans
65524-0-000,Desulfovibrio_alcoholivorans
016709-0-000,Desulfovibrio_aminophilus
021451-0-000,Desulfovibrio_aminophilus
63909-0-001,Desulfovibrio_aminophilus
65750-0-000,Desulfovibrio_aminophilus
016709-0-000,Desulfovibrio_bastinii
021451-0-000,Desulfovibrio_bastinii
028670-0-000,Desulfovibrio_bastinii
02977-0-001,Desulfovibrio_bastinii
64057-0-001,Desulfovibrio_bastinii
65750-0-000,Desulfovibrio_bastinii
64530-0-000,Desulfovibrio_bizertensis
65402-0-000,Desulfovibrio_bizertensis
000943-0-000,Desulfovibrio_brasiliensis
016709-0-000,Desulfovibrio_brasiliensis
003822-0-000,Desulfovibrio_burkinensis
013771-0-001,Desulfovibrio_burkinensis
02787-0-002,Desulfovibrio_burkinensis
63303-0-000,Desulfovibrio_burkinensis
64790-0-000,Desulfovibrio_burkinensis
65402-0-000,Desulfovibrio_burkinensis
65524-0-000,Desulfovibrio_burkinensis
000943-0-000,Desulfovibrio_caledoniensis
02323-0-002,Desulfovibrio_caledoniensis
63118-0-000,Desulfovibrio_caledoniensis
65750-0-000,Desulfovibrio_caledoniensis
000943-0-000,Desulfovibrio_capillatus
02977-0-001,Desulfovibrio_capillatus
64530-0-000,Desulfovibrio_capillatus
003822-0-000,Desulfovibrio_carbinolicus
006668-0-001,Desulfovibrio_carbinolicus
013771-0-001,Desulfovibrio_carbinolicus
65524-0-000,Desulfovibrio_carbinolicus
003822-0-000,Desulfovibrio_carbinoliphilus
013771-0-001,Desulfovibrio_carbinoliphilus
65524-0-000,Desulfovibrio_carbinoliphilus
02551-0-001,Desulfovibrio_cuneatus
02551-0-002,Desulfovibrio_cuneatus
64074-0-001,Desulfovibrio_cuneatus
000943-0-000,Desulfovibrio_dechloracetivorans
02323-0-002,Desulfovibrio_dechloracetivorans
028670-0-000,Desulfovibrio_dechloracetivorans
64530-0-000,Desulfovibrio_dechloracetivorans
